,Unnamed: 0,Yield,Comp,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,Temp,Temp (K),VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt,Alloy,Tbreak [oC],Tbreak(K),Solvus Temp. [oC],Diff_Melt_Tbreak,Tbreak (K),YS at Tbreak,Diff,Assigned Point,Criteria Satisfied,Temp Range,Tbreak_fixed,YS_at_Tbreak,Tbreak Final,Yield At Tbreak Final
157,157,155,Al10Mo10Nb20Ti40V20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,1000.0,1273.15,4.4,0.235897435,11.07593246,-1.28,10.31393243,52.4,133.0,0.329,4.4,5.229,0.00416,-7.56,-0.0574,2052.735,Al10Mo10Nb20Ti40V20,800.0,1073.15,"1,873",1252.735,1005.762959,753.0190507,6.28%,2135.29153505,2,3,,,1005.762959,753.0190507
158,158,0,Al10Mo10Nb20Ti40V20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,1872.93,2146.08,4.4,0.235897435,11.07593246,-1.28,10.31393243,52.4,133.0,0.329,4.4,5.229,0.00416,-7.56,-0.0574,2052.735,Al10Mo10Nb20Ti40V20,800.0,1073.15,"1,873",1252.735,1005.762959,753.0190507,6.28%,2135.29153505,2,3,,,1005.762959,753.0190507
159,159,1750,Al15Cr20Nb15Ti40Zr10,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.15,0.0,0,0.0,0,0,0.0,0,22.0,295.15,4.1,0.232062168,18.14703783,-3.32,10.0036574,59.65,110.9,0.28,4.1,4.861,-0.034317,3.32,0.01875,1892.4275,Al15Cr20Nb15Ti40Zr10,604.5,877.65,"1,705",1287.9275,826.0294523,1496.596126,5.88%,3070.9236413,3,2,,,826.0294523,1496.596126
160,160,1290,Al15Cr20Nb15Ti40Zr10,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.15,0.0,0,0.0,0,0,0.0,0,600.0,873.15,4.1,0.232062168,18.14703783,-3.32,10.0036574,59.65,110.9,0.28,4.1,4.861,-0.034317,3.32,0.01875,1892.4275,Al15Cr20Nb15Ti40Zr10,604.5,877.65,"1,705",1287.9275,826.0294523,1496.596126,5.88%,3070.9236413,3,2,,,826.0294523,1496.596126
161,161,625,Al15Cr20Nb15Ti40Zr10,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.15,0.0,0,0.0,0,0,0.0,0,700.0,973.15,4.1,0.232062168,18.14703783,-3.32,10.0036574,59.65,110.9,0.28,4.1,4.861,-0.034317,3.32,0.01875,1892.4275,Al15Cr20Nb15Ti40Zr10,604.5,877.65,"1,705",1287.9275,826.0294523,1496.596126,5.88%,3070.9236413,3,2,,,826.0294523,1496.596126
162,162,300,Al15Cr20Nb15Ti40Zr10,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.15,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.1,0.232062168,18.14703783,-3.32,10.0036574,59.65,110.9,0.28,4.1,4.861,-0.034317,3.32,0.01875,1892.4275,Al15Cr20Nb15Ti40Zr10,604.5,877.65,"1,705",1287.9275,826.0294523,1496.596126,5.88%,3070.9236413,3,2,,,826.0294523,1496.596126
163,163,60,Al15Cr20Nb15Ti40Zr10,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.15,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.1,0.232062168,18.14703783,-3.32,10.0036574,59.65,110.9,0.28,4.1,4.861,-0.034317,3.32,0.01875,1892.4275,Al15Cr20Nb15Ti40Zr10,604.5,877.65,"1,705",1287.9275,826.0294523,1496.596126,5.88%,3070.9236413,3,2,,,826.0294523,1496.596126
164,164,0,Al15Cr20Nb15Ti40Zr10,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.15,0.0,0,0.0,0,0,0.0,0,1704.7,1977.85,4.1,0.232062168,18.14703783,-3.32,10.0036574,59.65,110.9,0.28,4.1,4.861,-0.034317,3.32,0.01875,1892.4275,Al15Cr20Nb15Ti40Zr10,604.5,877.65,"1,705",1287.9275,826.0294523,1496.596126,5.88%,3070.9236413,3,2,,,826.0294523,1496.596126
165,165,1511,AlCrCuFeNi,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,20.0,293.15,7.0,0.338526218,22.39749822,3.04,10.70469344,64.2,130.0,0.23,7.0,5.23,-0.003656,8.28,-0.032,1633.92,AlCrCuFeNi,490.0,763.15,"1,329",1143.92,696.8531185,1357.439408,8.69%,2733.0122305,3,2,,,696.8531185,1357.439408
166,166,1366,AlCrCuFeNi,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,400.0,673.15,7.0,0.338526218,22.39749822,3.04,10.70469344,64.2,130.0,0.23,7.0,5.23,-0.003656,8.28,-0.032,1633.92,AlCrCuFeNi,490.0,763.15,"1,329",1143.92,696.8531185,1357.439408,8.69%,2733.0122305,3,2,,,696.8531185,1357.439408
167,167,410,AlCrCuFeNi,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,600.0,873.15,7.0,0.338526218,22.39749822,3.04,10.70469344,64.2,130.0,0.23,7.0,5.23,-0.003656,8.28,-0.032,1633.92,AlCrCuFeNi,490.0,763.15,"1,329",1143.92,696.8531185,1357.439408,8.69%,2733.0122305,3,2,,,696.8531185,1357.439408
168,168,48,AlCrCuFeNi,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,7.0,0.338526218,22.39749822,3.04,10.70469344,64.2,130.0,0.23,7.0,5.23,-0.003656,8.28,-0.032,1633.92,AlCrCuFeNi,490.0,763.15,"1,329",1143.92,696.8531185,1357.439408,8.69%,2733.0122305,3,2,,,696.8531185,1357.439408
169,169,0,AlCrCuFeNi,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1329.02,1602.17,7.0,0.338526218,22.39749822,3.04,10.70469344,64.2,130.0,0.23,7.0,5.23,-0.003656,8.28,-0.032,1633.92,AlCrCuFeNi,490.0,763.15,"1,329",1143.92,696.8531185,1357.439408,8.69%,2733.0122305,3,2,,,696.8531185,1357.439408
170,170,1576,Cr3NbTiZr,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.0,0,0,0.0,0,23.0,296.15,5.333333338,0.118004237,9.790536286,-8.000000015,10.32975695,87.83333339,142.3333335,0.288333334,5.333333338,6.320000005,-0.063558333,10.19444446,0.039166667,2363.150002,Cr3NbTiZr,1000.0,1273.15,"1,954",1363.150002,799.1118206,1220.634435,37.23%,41.21770695,1,4,1273.15,82.4354139,1273.15,82.4354139
171,171,139,Cr3NbTiZr,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,5.333333338,0.118004237,9.790536286,-8.000000015,10.32975695,87.83333339,142.3333335,0.288333334,5.333333338,6.320000005,-0.063558333,10.19444446,0.039166667,2363.150002,Cr3NbTiZr,1000.0,1273.15,"1,954",1363.150002,799.1118206,1220.634435,37.23%,41.21770695,1,4,1273.15,82.4354139,1273.15,82.4354139
172,172,32,Cr3NbTiZr,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.0,0,0,0.0,0,1200.0,1473.15,5.333333338,0.118004237,9.790536286,-8.000000015,10.32975695,87.83333339,142.3333335,0.288333334,5.333333338,6.320000005,-0.063558333,10.19444446,0.039166667,2363.150002,Cr3NbTiZr,1000.0,1273.15,"1,954",1363.150002,799.1118206,1220.634435,37.23%,41.21770695,1,4,1273.15,82.4354139,1273.15,82.4354139
173,173,0,Cr3NbTiZr,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.0,0,0,0.0,0,1953.5,2226.65,5.333333338,0.118004237,9.790536286,-8.000000015,10.32975695,87.83333339,142.3333335,0.288333334,5.333333338,6.320000005,-0.063558333,10.19444446,0.039166667,2363.150002,Cr3NbTiZr,1000.0,1273.15,"1,954",1363.150002,799.1118206,1220.634435,37.23%,41.21770695,1,4,1273.15,82.4354139,1273.15,82.4354139
174,174,1535,AlNbTiVZr1.5,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.181818182,0.272727273,0.181818182,0.0,0,0.0,0,0,0.0,0,25.0,298.15,3.818181822,0.272363393,21.42356658,-0.132231405,10.67694273,42.81818186,105.6363637,0.298181818,3.818181822,4.49545455,-0.016363636,-6.859504146,0.007933884,1830.304547,AlNbTiVZr1.5,600.0,873.15,"1,727",1230.304547,822.2156393,1199.048498,5.83%,2021.2641373000001,2,2,,,822.2156393,1199.048498
175,175,1195,AlNbTiVZr1.5,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.181818182,0.272727273,0.181818182,0.0,0,0.0,0,0,0.0,0,600.0,873.15,3.818181822,0.272363393,21.42356658,-0.132231405,10.67694273,42.81818186,105.6363637,0.298181818,3.818181822,4.49545455,-0.016363636,-6.859504146,0.007933884,1830.304547,AlNbTiVZr1.5,600.0,873.15,"1,727",1230.304547,822.2156393,1199.048498,5.83%,2021.2641373000001,2,2,,,822.2156393,1199.048498
176,176,180,AlNbTiVZr1.5,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.181818182,0.272727273,0.181818182,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,3.818181822,0.272363393,21.42356658,-0.132231405,10.67694273,42.81818186,105.6363637,0.298181818,3.818181822,4.49545455,-0.016363636,-6.859504146,0.007933884,1830.304547,AlNbTiVZr1.5,600.0,873.15,"1,727",1230.304547,822.2156393,1199.048498,5.83%,2021.2641373000001,2,2,,,822.2156393,1199.048498
177,177,0,AlNbTiVZr1.5,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.181818182,0.272727273,0.181818182,0.0,0,0.0,0,0,0.0,0,1727.0,2000.15,3.818181822,0.272363393,21.42356658,-0.132231405,10.67694273,42.81818186,105.6363637,0.298181818,3.818181822,4.49545455,-0.016363636,-6.859504146,0.007933884,1830.304547,AlNbTiVZr1.5,600.0,873.15,"1,727",1230.304547,822.2156393,1199.048498,5.83%,2021.2641373000001,2,2,,,822.2156393,1199.048498
178,178,1260,CrNbTiZr,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0,0.0,0,0,0.0,0,25.0,298.15,5.0,0.12437343,8.707538803,-5.0,11.52565132,74.25,133.5,0.3275,5.0,5.905,-0.05016875,2.5625,0.024375,2318.15,CrNbTiZr,588.0,861.15,"1,977",1730.15,817.0865028,1188.516015,5.12%,2005.6025178,2,2,,,817.0865028,1188.516015
179,179,1035,CrNbTiZr,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0,0.0,0,0,0.0,0,600.0,873.15,5.0,0.12437343,8.707538803,-5.0,11.52565132,74.25,133.5,0.3275,5.0,5.905,-0.05016875,2.5625,0.024375,2318.15,CrNbTiZr,588.0,861.15,"1,977",1730.15,817.0865028,1188.516015,5.12%,2005.6025178,2,2,,,817.0865028,1188.516015
180,180,300,CrNbTiZr,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,5.0,0.12437343,8.707538803,-5.0,11.52565132,74.25,133.5,0.3275,5.0,5.905,-0.05016875,2.5625,0.024375,2318.15,CrNbTiZr,588.0,861.15,"1,977",1730.15,817.0865028,1188.516015,5.12%,2005.6025178,2,2,,,817.0865028,1188.516015
181,181,115,CrNbTiZr,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,5.0,0.12437343,8.707538803,-5.0,11.52565132,74.25,133.5,0.3275,5.0,5.905,-0.05016875,2.5625,0.024375,2318.15,CrNbTiZr,588.0,861.15,"1,977",1730.15,817.0865028,1188.516015,5.12%,2005.6025178,2,2,,,817.0865028,1188.516015
182,182,0,CrNbTiZr,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0,0.0,0,0,0.0,0,1977.0,2250.15,5.0,0.12437343,8.707538803,-5.0,11.52565132,74.25,133.5,0.3275,5.0,5.905,-0.05016875,2.5625,0.024375,2318.15,CrNbTiZr,588.0,861.15,"1,977",1730.15,817.0865028,1188.516015,5.12%,2005.6025178,2,2,,,817.0865028,1188.516015
183,183,1005,Cr20Nb30Ti40Zr10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,22.0,295.15,5.0,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5.0,5.929,-0.040344,-1.12,0.0129,2304.95,Cr20Nb30Ti40Zr10,635.5,908.65,"1,977",1669.45,786.4587308,967.7168595,13.45%,1754.1755903,2,2,,,786.4587308,967.7168595
184,184,775,Cr20Nb30Ti40Zr10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,600.0,873.15,5.0,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5.0,5.929,-0.040344,-1.12,0.0129,2304.95,Cr20Nb30Ti40Zr10,635.5,908.65,"1,977",1669.45,786.4587308,967.7168595,13.45%,1754.1755903,2,2,,,786.4587308,967.7168595
185,185,535,Cr20Nb30Ti40Zr10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,700.0,973.15,5.0,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5.0,5.929,-0.040344,-1.12,0.0129,2304.95,Cr20Nb30Ti40Zr10,635.5,908.65,"1,977",1669.45,786.4587308,967.7168595,13.45%,1754.1755903,2,2,,,786.4587308,967.7168595
186,186,205,Cr20Nb30Ti40Zr10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,5.0,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5.0,5.929,-0.040344,-1.12,0.0129,2304.95,Cr20Nb30Ti40Zr10,635.5,908.65,"1,977",1669.45,786.4587308,967.7168595,13.45%,1754.1755903,2,2,,,786.4587308,967.7168595
187,187,60,Cr20Nb30Ti40Zr10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,5.0,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5.0,5.929,-0.040344,-1.12,0.0129,2304.95,Cr20Nb30Ti40Zr10,635.5,908.65,"1,977",1669.45,786.4587308,967.7168595,13.45%,1754.1755903,2,2,,,786.4587308,967.7168595
188,188,0,Cr20Nb30Ti40Zr10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,1977.2,2250.35,5.0,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5.0,5.929,-0.040344,-1.12,0.0129,2304.95,Cr20Nb30Ti40Zr10,635.5,908.65,"1,977",1669.45,786.4587308,967.7168595,13.45%,1754.1755903,2,2,,,786.4587308,967.7168595
189,189,1100,MoNbTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.333333333,0.333333333,0,0.0,0,0,0.0,0,23.0,296.15,5.333333328,0.279205221,2.860264059,-3.555555548,9.133862567,70.99999993,169.9999998,0.356666666,5.333333328,6.323333327,0.014888889,-4.444444436,-0.137777778,2529.149997,MoNbTi,1000.0,1273.15,"2,256",1529.149997,1738.036323,281.1909141,36.51%,169.07701625,1,4,1273.15,338.1540325,1273.15,338.1540325
190,190,504,MoNbTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.333333333,0.333333333,0,0.0,0,0,0.0,0,1000.0,1273.15,5.333333328,0.279205221,2.860264059,-3.555555548,9.133862567,70.99999993,169.9999998,0.356666666,5.333333328,6.323333327,0.014888889,-4.444444436,-0.137777778,2529.149997,MoNbTi,1000.0,1273.15,"2,256",1529.149997,1738.036323,281.1909141,36.51%,169.07701625,1,4,1273.15,338.1540325,1273.15,338.1540325
191,191,324,MoNbTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.333333333,0.333333333,0,0.0,0,0,0.0,0,1200.0,1473.15,5.333333328,0.279205221,2.860264059,-3.555555548,9.133862567,70.99999993,169.9999998,0.356666666,5.333333328,6.323333327,0.014888889,-4.444444436,-0.137777778,2529.149997,MoNbTi,1000.0,1273.15,"2,256",1529.149997,1738.036323,281.1909141,36.51%,169.07701625,1,4,1273.15,338.1540325,1273.15,338.1540325
192,192,0,MoNbTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.333333333,0.333333333,0,0.0,0,0,0.0,0,2256.0,2529.15,5.333333328,0.279205221,2.860264059,-3.555555548,9.133862567,70.99999993,169.9999998,0.356666666,5.333333328,6.323333327,0.014888889,-4.444444436,-0.137777778,2529.149997,MoNbTi,1000.0,1273.15,"2,256",1529.149997,1738.036323,281.1909141,36.51%,169.07701625,1,4,1273.15,338.1540325,1273.15,338.1540325
193,193,1550,HfNbTaTiWZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.166666667,0,0,0.166666667,0,25.0,298.15,4.833333343,0.354483192,5.601214595,-2.11111112,14.89668824,87.83333351,165.666667,0.348333334,4.833333343,6.026666679,-0.00925,-4.027777794,-0.048055556,2763.958339,HfNbTaTiWZr,800.0,1073.15,"2,445",1963.958339,1734.792318,237.4258946,61.65%,197.0677251,1,4,1073.15,394.1354502,1073.15,394.1354502
194,194,577,HfNbTaTiWZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.166666667,0,0,0.166666667,0,800.0,1073.15,4.833333343,0.354483192,5.601214595,-2.11111112,14.89668824,87.83333351,165.666667,0.348333334,4.833333343,6.026666679,-0.00925,-4.027777794,-0.048055556,2763.958339,HfNbTaTiWZr,800.0,1073.15,"2,445",1963.958339,1734.792318,237.4258946,61.65%,197.0677251,1,4,1073.15,394.1354502,1073.15,394.1354502
195,195,409,HfNbTaTiWZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.166666667,0,0,0.166666667,0,1000.0,1273.15,4.833333343,0.354483192,5.601214595,-2.11111112,14.89668824,87.83333351,165.666667,0.348333334,4.833333343,6.026666679,-0.00925,-4.027777794,-0.048055556,2763.958339,HfNbTaTiWZr,800.0,1073.15,"2,445",1963.958339,1734.792318,237.4258946,61.65%,197.0677251,1,4,1073.15,394.1354502,1073.15,394.1354502
196,196,345,HfNbTaTiWZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.166666667,0,0,0.166666667,0,1200.0,1473.15,4.833333343,0.354483192,5.601214595,-2.11111112,14.89668824,87.83333351,165.666667,0.348333334,4.833333343,6.026666679,-0.00925,-4.027777794,-0.048055556,2763.958339,HfNbTaTiWZr,800.0,1073.15,"2,445",1963.958339,1734.792318,237.4258946,61.65%,197.0677251,1,4,1073.15,394.1354502,1073.15,394.1354502
197,197,0,HfNbTaTiWZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.0,0.166666667,0.166666667,0.0,0,0.166666667,0,0,0.166666667,0,2445.33,2718.48,4.833333343,0.354483192,5.601214595,-2.11111112,14.89668824,87.83333351,165.666667,0.348333334,4.833333343,6.026666679,-0.00925,-4.027777794,-0.048055556,2763.958339,HfNbTaTiWZr,800.0,1073.15,"2,445",1963.958339,1734.792318,237.4258946,61.65%,197.0677251,1,4,1073.15,394.1354502,1073.15,394.1354502
198,198,1965,Al0.214Nb0.714Ta0.714TiZr0.929,0.059927191,0.0,0.0,0.0,0.0,0.0,0.0,0.199943993,0.280033604,0.0,0.260151218,0.199943993,0.0,0,0.0,0,0,0.0,0,25.0,298.15,4.360123211,0.131307456,7.824613462,2.128331296,11.2275418,65.8938672,129.2371883,0.337222066,4.560067204,5.026353958,-0.012384684,3.021126574,0.000500296,2359.534456,Al0.214Nb0.714Ta0.714TiZr0.929,800.0,1073.15,"2,088",1559.534456,1635.296574,106.9501452,52.38%,100.30860725,1,4,1073.15,200.6172145,1073.15,200.6172145
199,199,362,Al0.214Nb0.714Ta0.714TiZr0.929,0.059927191,0.0,0.0,0.0,0.0,0.0,0.0,0.199943993,0.280033604,0.0,0.260151218,0.199943993,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.360123211,0.131307456,7.824613462,2.128331296,11.2275418,65.8938672,129.2371883,0.337222066,4.560067204,5.026353958,-0.012384684,3.021126574,0.000500296,2359.534456,Al0.214Nb0.714Ta0.714TiZr0.929,800.0,1073.15,"2,088",1559.534456,1635.296574,106.9501452,52.38%,100.30860725,1,4,1073.15,200.6172145,1073.15,200.6172145
200,200,236,Al0.214Nb0.714Ta0.714TiZr0.929,0.059927191,0.0,0.0,0.0,0.0,0.0,0.0,0.199943993,0.280033604,0.0,0.260151218,0.199943993,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.360123211,0.131307456,7.824613462,2.128331296,11.2275418,65.8938672,129.2371883,0.337222066,4.560067204,5.026353958,-0.012384684,3.021126574,0.000500296,2359.534456,Al0.214Nb0.714Ta0.714TiZr0.929,800.0,1073.15,"2,088",1559.534456,1635.296574,106.9501452,52.38%,100.30860725,1,4,1073.15,200.6172145,1073.15,200.6172145
201,201,0,Al0.214Nb0.714Ta0.714TiZr0.929,0.059927191,0.0,0.0,0.0,0.0,0.0,0.0,0.199943993,0.280033604,0.0,0.260151218,0.199943993,0.0,0,0.0,0,0,0.0,0,2087.75,2360.9,4.360123211,0.131307456,7.824613462,2.128331296,11.2275418,65.8938672,129.2371883,0.337222066,4.560067204,5.026353958,-0.012384684,3.021126574,0.000500296,2359.534456,Al0.214Nb0.714Ta0.714TiZr0.929,800.0,1073.15,"2,088",1559.534456,1635.296574,106.9501452,52.38%,100.30860725,1,4,1073.15,200.6172145,1073.15,200.6172145
202,202,573,NbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0,0.0,0,0,0.0,0,20.0,293.15,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,0.0,3.333333327,-0.022222222,2751.483331,NbTaTi,1000.0,1273.15,"2,387",1751.483331,1555.82288,104.4297525,22.20%,52.82225365,1,4,1273.15,105.6445073,1273.15,105.6445073
203,203,486,NbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0,0.0,0,0,0.0,0,100.0,373.15,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,0.0,3.333333327,-0.022222222,2751.483331,NbTaTi,1000.0,1273.15,"2,387",1751.483331,1555.82288,104.4297525,22.20%,52.82225365,1,4,1273.15,105.6445073,1273.15,105.6445073
204,204,378,NbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0,0.0,0,0,0.0,0,200.0,473.15,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,0.0,3.333333327,-0.022222222,2751.483331,NbTaTi,1000.0,1273.15,"2,387",1751.483331,1555.82288,104.4297525,22.20%,52.82225365,1,4,1273.15,105.6445073,1273.15,105.6445073
205,205,314,NbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0,0.0,0,0,0.0,0,300.0,573.15,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,0.0,3.333333327,-0.022222222,2751.483331,NbTaTi,1000.0,1273.15,"2,387",1751.483331,1555.82288,104.4297525,22.20%,52.82225365,1,4,1273.15,105.6445073,1273.15,105.6445073
206,206,232,NbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0,0.0,0,0,0.0,0,400.0,673.15,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,0.0,3.333333327,-0.022222222,2751.483331,NbTaTi,1000.0,1273.15,"2,387",1751.483331,1555.82288,104.4297525,22.20%,52.82225365,1,4,1273.15,105.6445073,1273.15,105.6445073
207,207,222,NbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0,0.0,0,0,0.0,0,600.0,873.15,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,0.0,3.333333327,-0.022222222,2751.483331,NbTaTi,1000.0,1273.15,"2,387",1751.483331,1555.82288,104.4297525,22.20%,52.82225365,1,4,1273.15,105.6445073,1273.15,105.6445073
208,208,210,NbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,0.0,3.333333327,-0.022222222,2751.483331,NbTaTi,1000.0,1273.15,"2,387",1751.483331,1555.82288,104.4297525,22.20%,52.82225365,1,4,1273.15,105.6445073,1273.15,105.6445073
209,209,160,NbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,0.0,3.333333327,-0.022222222,2751.483331,NbTaTi,1000.0,1273.15,"2,387",1751.483331,1555.82288,104.4297525,22.20%,52.82225365,1,4,1273.15,105.6445073,1273.15,105.6445073
